alarm_id,incident_id,timestamp,device_id,alarm_type,severity,alarm_text,vendor,technology,acknowledged,cleared
ALM000986,INC0147,2026-03-01 16:10:22,DEV0111,power_alarm,critical,Power supply issue detected at site,Nokia,Fiber,False,False
ALM000987,INC0147,2026-03-01 16:08:44,DEV0114,device_unreachable,critical,Device is not reachable by network management system,Cisco,IP_MPLS,True,False
ALM000988,INC0147,2026-03-01 16:07:28,DEV0114,power_alarm,major,Power supply issue detected at site,Cisco,IP_MPLS,True,False
ALM000989,INC0148,2026-03-01 21:48:12,DEV0087,service_degraded,major,Service quality degradation detected,Juniper,5G,True,False
ALM000990,INC0148,2026-03-01 21:49:34,DEV0088,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,True,True
ALM000991,INC0148,2026-03-01 21:53:15,DEV0087,config_mismatch,minor,Configuration mismatch detected against expected baseline,Juniper,5G,False,False
ALM000992,INC0148,2026-03-01 21:51:27,DEV0088,config_mismatch,major,Configuration mismatch detected against expected baseline,Juniper,IP_MPLS,False,False
ALM000993,INC0148,2026-03-01 21:43:15,DEV0087,latency_high,minor,Latency threshold exceeded,Juniper,5G,False,False
ALM000994,INC0148,2026-03-01 21:42:53,DEV0088,config_mismatch,minor,Configuration mismatch detected against expected baseline,Juniper,IP_MPLS,False,False
ALM000995,INC0148,2026-03-01 21:40:45,DEV0087,service_degraded,minor,Service quality degradation detected,Juniper,5G,True,True
ALM000996,INC0149,2026-03-01 11:23:55,DEV0087,service_degraded,major,Service quality degradation detected,Juniper,5G,True,True
ALM000997,INC0149,2026-03-01 11:22:14,DEV0088,service_degraded,minor,Service quality degradation detected,Juniper,IP_MPLS,False,True
ALM000998,INC0149,2026-03-01 11:30:02,DEV0087,latency_high,minor,Latency threshold exceeded,Juniper,5G,True,False
ALM000999,INC0149,2026-03-01 11:25:28,DEV0088,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,False,False
ALM001000,INC0149,2026-03-01 11:28:25,DEV0087,service_degraded,major,Service quality degradation detected,Juniper,5G,True,False
ALM001001,INC0149,2026-03-01 11:26:50,DEV0088,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM001002,INC0150,2026-03-01 23:41:08,DEV0012,packet_loss,major,Packet loss threshold exceeded,Nokia,Fiber,False,False
ALM001003,INC0150,2026-03-01 23:40:19,DEV0010,latency_high,major,Latency threshold exceeded,Nokia,Fiber,False,False
ALM001004,INC0150,2026-03-01 23:48:40,DEV0009,service_degraded,minor,Service quality degradation detected,Cisco,Fiber,True,False
ALM001005,INC0150,2026-03-01 23:43:10,DEV0011,packet_loss,major,Packet loss threshold exceeded,Ericsson,IP_MPLS,True,False
ALM001006,INC0151,2026-03-01 01:24:02,DEV0051,latency_high,major,Latency threshold exceeded,Cisco,Fiber,False,False
ALM001007,INC0151,2026-03-01 01:27:42,DEV0052,cpu_high,minor,CPU utilization exceeded threshold,Nokia,IP_MPLS,True,True
ALM001008,INC0151,2026-03-01 01:21:03,DEV0054,utilization_high,minor,Interface utilization exceeded threshold,Cisco,IP_MPLS,False,True
ALM001009,INC0151,2026-03-01 01:25:40,DEV0053,utilization_high,major,Interface utilization exceeded threshold,Juniper,Fiber,False,False
ALM001010,INC0152,2026-03-01 13:50:50,DEV0042,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,True,False
ALM001011,INC0152,2026-03-01 13:48:29,DEV0042,packet_loss,critical,Packet loss threshold exceeded,Juniper,IP_MPLS,False,True
ALM001012,INC0152,2026-03-01 13:56:46,DEV0042,packet_loss,critical,Packet loss threshold exceeded,Juniper,IP_MPLS,True,False
ALM001013,INC0152,2026-03-01 13:54:39,DEV0042,service_degraded,major,Service quality degradation detected,Juniper,IP_MPLS,True,True
ALM001014,INC0152,2026-03-01 14:01:43,DEV0039,device_unreachable,critical,Device is not reachable by network management system,Ericsson,IP_MPLS,True,False
ALM001015,INC0152,2026-03-01 14:00:08,DEV0042,device_unreachable,major,Device is not reachable by network management system,Juniper,IP_MPLS,True,True
ALM001016,INC0152,2026-03-01 13:56:30,DEV0042,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,True,True
ALM001017,INC0152,2026-03-01 13:59:24,DEV0042,service_degraded,critical,Service quality degradation detected,Juniper,IP_MPLS,True,False
ALM001018,INC0152,2026-03-01 13:52:10,DEV0042,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,False,False
ALM001019,INC0152,2026-03-01 13:48:49,DEV0039,device_unreachable,critical,Device is not reachable by network management system,Ericsson,IP_MPLS,True,True
ALM001020,INC0152,2026-03-01 13:57:20,DEV0042,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,True,True
ALM001021,INC0152,2026-03-01 13:53:07,DEV0042,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,True,False
ALM001022,INC0153,2026-03-01 17:44:08,DEV0119,link_down,major,Link down detected on uplink interface,Huawei,Microwave,False,False
ALM001023,INC0153,2026-03-01 17:43:47,DEV0119,link_down,critical,Link down detected on uplink interface,Huawei,Microwave,True,True
ALM001024,INC0153,2026-03-01 17:54:02,DEV0118,power_alarm,major,Power supply issue detected at site,Huawei,4G,True,False
ALM001025,INC0153,2026-03-01 17:53:40,DEV0118,link_down,critical,Link down detected on uplink interface,Huawei,4G,True,True
ALM001026,INC0153,2026-03-01 17:48:29,DEV0119,power_alarm,critical,Power supply issue detected at site,Huawei,Microwave,False,False
ALM001027,INC0153,2026-03-01 17:48:17,DEV0119,link_down,critical,Link down detected on uplink interface,Huawei,Microwave,False,True
ALM001028,INC0154,2026-03-01 18:50:43,DEV0120,memory_high,major,Memory utilization exceeded threshold,Cisco,5G,True,True
ALM001029,INC0154,2026-03-01 18:58:06,DEV0120,memory_high,major,Memory utilization exceeded threshold,Cisco,5G,True,True
ALM001030,INC0154,2026-03-01 18:53:31,DEV0120,memory_high,critical,Memory utilization exceeded threshold,Cisco,5G,False,True
ALM001031,INC0154,2026-03-01 18:51:30,DEV0120,link_down,major,Link down detected on uplink interface,Cisco,5G,False,False
ALM001032,INC0154,2026-03-01 18:46:50,DEV0120,cpu_high,major,CPU utilization exceeded threshold,Cisco,5G,False,False
ALM001033,INC0154,2026-03-01 18:51:54,DEV0120,device_unreachable,critical,Device is not reachable by network management system,Cisco,5G,False,True
ALM001034,INC0154,2026-03-01 18:57:17,DEV0120,device_unreachable,critical,Device is not reachable by network management system,Cisco,5G,True,False
ALM001035,INC0154,2026-03-01 18:51:41,DEV0120,memory_high,major,Memory utilization exceeded threshold,Cisco,5G,True,True
ALM001036,INC0155,2026-03-01 01:00:32,DEV0097,device_unreachable,major,Device is not reachable by network management system,Cisco,Fiber,False,False
ALM001037,INC0155,2026-03-01 01:00:33,DEV0098,device_unreachable,critical,Device is not reachable by network management system,Ericsson,Fiber,True,False
ALM001038,INC0155,2026-03-01 01:07:56,DEV0102,service_degraded,critical,Service quality degradation detected,Nokia,IP_MPLS,False,True
ALM001039,INC0155,2026-03-01 00:59:44,DEV0099,packet_loss,major,Packet loss threshold exceeded,Huawei,IP_MPLS,True,False
ALM001040,INC0155,2026-03-01 01:13:49,DEV0099,device_unreachable,critical,Device is not reachable by network management system,Huawei,IP_MPLS,True,True
ALM001041,INC0155,2026-03-01 01:04:15,DEV0099,link_down,major,Link down detected on uplink interface,Huawei,IP_MPLS,False,False
ALM001042,INC0155,2026-03-01 01:01:00,DEV0097,service_degraded,critical,Service quality degradation detected,Cisco,Fiber,True,True
ALM001043,INC0155,2026-03-01 00:59:12,DEV0098,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,False,False
ALM001044,INC0155,2026-03-01 01:09:22,DEV0102,packet_loss,critical,Packet loss threshold exceeded,Nokia,IP_MPLS,False,True
ALM001045,INC0156,2026-03-01 18:57:59,DEV0073,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,False,True
ALM001046,INC0156,2026-03-01 19:00:20,DEV0078,link_down,critical,Link down detected on uplink interface,Huawei,Fiber,False,True
ALM001047,INC0156,2026-03-01 18:53:31,DEV0075,link_down,critical,Link down detected on uplink interface,Ericsson,Fiber,True,False
ALM001048,INC0156,2026-03-01 19:05:34,DEV0078,link_down,critical,Link down detected on uplink interface,Huawei,Fiber,True,False
ALM001049,INC0156,2026-03-01 18:51:50,DEV0076,service_degraded,critical,Service quality degradation detected,Juniper,Fiber,True,False
ALM001050,INC0156,2026-03-01 19:02:28,DEV0073,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,False,True
ALM001051,INC0156,2026-03-01 18:51:36,DEV0078,packet_loss,major,Packet loss threshold exceeded,Huawei,Fiber,True,False
ALM001052,INC0157,2026-03-01 22:19:59,DEV0038,service_degraded,major,Service quality degradation detected,Nokia,5G,True,False
ALM001053,INC0157,2026-03-01 22:14:02,DEV0042,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,True,True
ALM001054,INC0157,2026-03-01 22:14:59,DEV0040,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,False,True
ALM001055,INC0157,2026-03-01 22:07:51,DEV0040,device_unreachable,critical,Device is not reachable by network management system,Ericsson,Fiber,True,False
ALM001056,INC0157,2026-03-01 22:16:23,DEV0041,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,False,False
ALM001057,INC0157,2026-03-01 22:16:29,DEV0038,service_degraded,critical,Service quality degradation detected,Nokia,5G,False,False
ALM001058,INC0157,2026-03-01 22:16:24,DEV0042,packet_loss,critical,Packet loss threshold exceeded,Juniper,IP_MPLS,True,False
ALM001059,INC0157,2026-03-01 22:08:01,DEV0040,device_unreachable,critical,Device is not reachable by network management system,Ericsson,Fiber,True,False
ALM001060,INC0158,2026-03-01 09:26:03,DEV0061,packet_loss,minor,Packet loss threshold exceeded,Cisco,IP_MPLS,True,False
ALM001061,INC0158,2026-03-01 09:19:11,DEV0066,utilization_high,major,Interface utilization exceeded threshold,Ericsson,IP_MPLS,True,False
ALM001062,INC0158,2026-03-01 09:24:15,DEV0065,utilization_high,major,Interface utilization exceeded threshold,Nokia,Fiber,False,False
ALM001063,INC0158,2026-03-01 09:30:42,DEV0063,latency_high,major,Latency threshold exceeded,Cisco,Microwave,False,False
ALM001064,INC0159,2026-03-01 04:59:18,DEV0028,latency_high,major,Latency threshold exceeded,Cisco,IP_MPLS,False,False
ALM001065,INC0159,2026-03-01 05:09:36,DEV0025,cpu_high,minor,CPU utilization exceeded threshold,Ericsson,Fiber,True,True
ALM001066,INC0159,2026-03-01 05:06:42,DEV0027,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM001067,INC0159,2026-03-01 05:08:40,DEV0029,cpu_high,minor,CPU utilization exceeded threshold,Nokia,IP_MPLS,True,False
ALM001068,INC0159,2026-03-01 04:59:33,DEV0027,utilization_high,major,Interface utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM001069,INC0159,2026-03-01 05:00:47,DEV0028,latency_high,major,Latency threshold exceeded,Cisco,IP_MPLS,True,False
ALM001070,INC0159,2026-03-01 05:05:44,DEV0025,cpu_high,major,CPU utilization exceeded threshold,Ericsson,Fiber,False,True
ALM001071,INC0160,2026-03-01 11:48:06,DEV0066,latency_high,minor,Latency threshold exceeded,Ericsson,IP_MPLS,True,False
ALM001072,INC0160,2026-03-01 11:44:28,DEV0061,packet_loss,major,Packet loss threshold exceeded,Cisco,IP_MPLS,True,False
ALM001073,INC0160,2026-03-01 11:39:41,DEV0065,packet_loss,minor,Packet loss threshold exceeded,Nokia,Fiber,False,True
ALM001074,INC0160,2026-03-01 11:49:23,DEV0062,config_mismatch,minor,Configuration mismatch detected against expected baseline,Huawei,5G,True,True
ALM001075,INC0161,2026-03-01 10:24:38,DEV0062,packet_loss,major,Packet loss threshold exceeded,Huawei,5G,False,True
ALM001076,INC0161,2026-03-01 10:19:15,DEV0062,cpu_high,minor,CPU utilization exceeded threshold,Huawei,5G,False,False
ALM001077,INC0161,2026-03-01 10:25:01,DEV0062,cpu_high,major,CPU utilization exceeded threshold,Huawei,5G,True,True
ALM001078,INC0161,2026-03-01 10:17:36,DEV0062,service_degraded,minor,Service quality degradation detected,Huawei,5G,True,True
ALM001079,INC0162,2026-03-01 11:25:41,DEV0070,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,False,True
ALM001080,INC0162,2026-03-01 11:20:23,DEV0068,device_unreachable,major,Device is not reachable by network management system,Juniper,Fiber,False,True
ALM001081,INC0162,2026-03-01 11:23:17,DEV0069,cpu_high,critical,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM001082,INC0162,2026-03-01 11:31:27,DEV0070,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,True,False
ALM001083,INC0162,2026-03-01 11:24:40,DEV0068,link_down,critical,Link down detected on uplink interface,Juniper,Fiber,True,True
ALM001084,INC0162,2026-03-01 11:29:15,DEV0069,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,False,False
ALM001085,INC0163,2026-03-01 06:35:47,DEV0073,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,True,True
ALM001086,INC0163,2026-03-01 06:36:27,DEV0073,device_unreachable,major,Device is not reachable by network management system,Juniper,IP_MPLS,False,False
ALM001087,INC0163,2026-03-01 06:26:29,DEV0073,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,False,True
ALM001088,INC0163,2026-03-01 06:26:55,DEV0073,device_unreachable,major,Device is not reachable by network management system,Juniper,IP_MPLS,True,False
ALM001089,INC0163,2026-03-01 06:38:01,DEV0073,memory_high,critical,Memory utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM001090,INC0163,2026-03-01 06:39:57,DEV0073,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,True,True
ALM001091,INC0164,2026-03-01 01:42:52,DEV0110,service_degraded,major,Service quality degradation detected,Nokia,Fiber,False,True
ALM001092,INC0164,2026-03-01 01:40:40,DEV0110,packet_loss,minor,Packet loss threshold exceeded,Nokia,Fiber,False,False
ALM001093,INC0164,2026-03-01 01:31:27,DEV0113,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,False,False
ALM001094,INC0164,2026-03-01 01:40:56,DEV0111,packet_loss,major,Packet loss threshold exceeded,Nokia,Fiber,False,False
ALM001095,INC0164,2026-03-01 01:29:30,DEV0113,packet_loss,minor,Packet loss threshold exceeded,Ericsson,Fiber,True,False
ALM001096,INC0164,2026-03-01 01:37:10,DEV0110,config_mismatch,minor,Configuration mismatch detected against expected baseline,Nokia,Fiber,False,True
ALM001097,INC0164,2026-03-01 01:39:18,DEV0110,latency_high,minor,Latency threshold exceeded,Nokia,Fiber,True,True
ALM001098,INC0165,2026-03-01 13:19:29,DEV0062,config_mismatch,minor,Configuration mismatch detected against expected baseline,Huawei,5G,True,False
ALM001099,INC0165,2026-03-01 13:20:04,DEV0065,packet_loss,minor,Packet loss threshold exceeded,Nokia,Fiber,False,True
ALM001100,INC0165,2026-03-01 13:18:13,DEV0062,service_degraded,major,Service quality degradation detected,Huawei,5G,False,True
ALM001101,INC0165,2026-03-01 13:23:53,DEV0061,latency_high,major,Latency threshold exceeded,Cisco,IP_MPLS,False,False
ALM001102,INC0165,2026-03-01 13:12:57,DEV0062,latency_high,major,Latency threshold exceeded,Huawei,5G,True,False
ALM001103,INC0165,2026-03-01 13:15:33,DEV0065,config_mismatch,minor,Configuration mismatch detected against expected baseline,Nokia,Fiber,True,False
ALM001104,INC0165,2026-03-01 13:16:55,DEV0062,service_degraded,minor,Service quality degradation detected,Huawei,5G,True,True
ALM001105,INC0166,2026-03-01 04:26:26,DEV0056,packet_loss,major,Packet loss threshold exceeded,Cisco,IP_MPLS,True,True
ALM001106,INC0166,2026-03-01 04:27:54,DEV0057,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,True,True
ALM001107,INC0166,2026-03-01 04:27:04,DEV0056,device_unreachable,major,Device is not reachable by network management system,Cisco,IP_MPLS,False,False
ALM001108,INC0166,2026-03-01 04:21:30,DEV0056,packet_loss,critical,Packet loss threshold exceeded,Cisco,IP_MPLS,False,False
ALM001109,INC0166,2026-03-01 04:30:15,DEV0056,service_degraded,major,Service quality degradation detected,Cisco,IP_MPLS,False,True
ALM001110,INC0166,2026-03-01 04:32:27,DEV0057,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,True,False
ALM001111,INC0166,2026-03-01 04:27:22,DEV0056,link_down,major,Link down detected on uplink interface,Cisco,IP_MPLS,True,True
ALM001112,INC0166,2026-03-01 04:32:41,DEV0056,service_degraded,critical,Service quality degradation detected,Cisco,IP_MPLS,False,True
ALM001113,INC0166,2026-03-01 04:29:59,DEV0056,device_unreachable,major,Device is not reachable by network management system,Cisco,IP_MPLS,False,False
ALM001114,INC0166,2026-03-01 04:24:30,DEV0057,packet_loss,major,Packet loss threshold exceeded,Juniper,IP_MPLS,False,True
ALM001115,INC0166,2026-03-01 04:20:22,DEV0056,device_unreachable,major,Device is not reachable by network management system,Cisco,IP_MPLS,True,False
ALM001116,INC0167,2026-03-01 15:39:55,DEV0083,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,True,True
ALM001117,INC0167,2026-03-01 15:46:03,DEV0083,latency_high,major,Latency threshold exceeded,Juniper,IP_MPLS,True,True
ALM001118,INC0167,2026-03-01 15:37:19,DEV0079,cpu_high,minor,CPU utilization exceeded threshold,Cisco,4G,True,True
ALM001119,INC0167,2026-03-01 15:48:27,DEV0081,cpu_high,minor,CPU utilization exceeded threshold,Ericsson,4G,False,True
ALM001120,INC0167,2026-03-01 15:44:25,DEV0083,cpu_high,minor,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM001121,INC0167,2026-03-01 15:38:10,DEV0083,utilization_high,major,Interface utilization exceeded threshold,Juniper,IP_MPLS,False,True
ALM001122,INC0168,2026-03-01 16:13:09,DEV0113,packet_loss,critical,Packet loss threshold exceeded,Ericsson,Fiber,False,False
ALM001123,INC0168,2026-03-01 16:01:38,DEV0114,service_degraded,critical,Service quality degradation detected,Cisco,IP_MPLS,False,False
ALM001124,INC0168,2026-03-01 16:12:47,DEV0113,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,True,True
ALM001125,INC0168,2026-03-01 16:09:49,DEV0113,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,True,True
ALM001126,INC0168,2026-03-01 16:11:45,DEV0109,device_unreachable,major,Device is not reachable by network management system,Nokia,IP_MPLS,True,False
ALM001127,INC0168,2026-03-01 16:10:07,DEV0113,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,True,False
ALM001128,INC0168,2026-03-01 16:10:47,DEV0114,packet_loss,major,Packet loss threshold exceeded,Cisco,IP_MPLS,False,False
ALM001129,INC0168,2026-03-01 16:05:56,DEV0113,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,True,True
ALM001130,INC0168,2026-03-01 16:02:02,DEV0113,service_degraded,major,Service quality degradation detected,Ericsson,Fiber,False,True
ALM001131,INC0168,2026-03-01 16:14:48,DEV0109,link_down,major,Link down detected on uplink interface,Nokia,IP_MPLS,True,False
ALM001132,INC0169,2026-03-01 22:18:37,DEV0049,config_mismatch,major,Configuration mismatch detected against expected baseline,Cisco,5G,True,False
ALM001133,INC0169,2026-03-01 22:20:30,DEV0051,latency_high,major,Latency threshold exceeded,Cisco,Fiber,False,False
ALM001134,INC0169,2026-03-01 22:22:39,DEV0054,latency_high,major,Latency threshold exceeded,Cisco,IP_MPLS,True,True
ALM001135,INC0169,2026-03-01 22:16:18,DEV0049,service_degraded,minor,Service quality degradation detected,Cisco,5G,True,False
ALM001136,INC0169,2026-03-01 22:13:05,DEV0051,service_degraded,minor,Service quality degradation detected,Cisco,Fiber,True,False
ALM001137,INC0169,2026-03-01 22:20:09,DEV0049,config_mismatch,major,Configuration mismatch detected against expected baseline,Cisco,5G,True,False
ALM001138,INC0169,2026-03-01 22:14:03,DEV0051,packet_loss,minor,Packet loss threshold exceeded,Cisco,Fiber,False,True
ALM001139,INC0170,2026-03-01 13:08:57,DEV0053,utilization_high,major,Interface utilization exceeded threshold,Juniper,Fiber,False,True
ALM001140,INC0170,2026-03-01 13:05:55,DEV0053,latency_high,major,Latency threshold exceeded,Juniper,Fiber,False,False
ALM001141,INC0170,2026-03-01 13:10:44,DEV0052,utilization_high,minor,Interface utilization exceeded threshold,Nokia,IP_MPLS,True,False
ALM001142,INC0170,2026-03-01 13:02:28,DEV0053,cpu_high,minor,CPU utilization exceeded threshold,Juniper,Fiber,True,False
ALM001143,INC0170,2026-03-01 13:11:36,DEV0053,latency_high,minor,Latency threshold exceeded,Juniper,Fiber,False,False
ALM001144,INC0171,2026-03-01 02:29:04,DEV0094,latency_high,major,Latency threshold exceeded,Huawei,IP_MPLS,False,False
ALM001145,INC0171,2026-03-01 02:24:36,DEV0096,utilization_high,minor,Interface utilization exceeded threshold,Ericsson,4G,False,True
ALM001146,INC0171,2026-03-01 02:27:52,DEV0096,utilization_high,minor,Interface utilization exceeded threshold,Ericsson,4G,True,True
ALM001147,INC0171,2026-03-01 02:25:20,DEV0096,utilization_high,major,Interface utilization exceeded threshold,Ericsson,4G,True,True
ALM001148,INC0171,2026-03-01 02:27:01,DEV0094,latency_high,major,Latency threshold exceeded,Huawei,IP_MPLS,True,True
ALM001149,INC0171,2026-03-01 02:23:44,DEV0096,cpu_high,minor,CPU utilization exceeded threshold,Ericsson,4G,False,False
ALM001150,INC0172,2026-03-01 14:58:34,DEV0058,link_down,critical,Link down detected on uplink interface,Nokia,IP_MPLS,True,True
ALM001151,INC0172,2026-03-01 15:00:05,DEV0058,device_unreachable,critical,Device is not reachable by network management system,Nokia,IP_MPLS,True,True
ALM001152,INC0172,2026-03-01 14:59:12,DEV0058,device_unreachable,major,Device is not reachable by network management system,Nokia,IP_MPLS,True,True
ALM001153,INC0172,2026-03-01 14:53:01,DEV0056,device_unreachable,major,Device is not reachable by network management system,Cisco,IP_MPLS,False,True
ALM001154,INC0172,2026-03-01 15:01:07,DEV0058,packet_loss,major,Packet loss threshold exceeded,Nokia,IP_MPLS,False,False
ALM001155,INC0172,2026-03-01 15:01:19,DEV0058,service_degraded,critical,Service quality degradation detected,Nokia,IP_MPLS,True,False
ALM001156,INC0172,2026-03-01 14:54:37,DEV0058,link_down,major,Link down detected on uplink interface,Nokia,IP_MPLS,False,True
ALM001157,INC0173,2026-03-01 01:06:31,DEV0083,cpu_high,critical,CPU utilization exceeded threshold,Juniper,IP_MPLS,True,False
ALM001158,INC0173,2026-03-01 01:02:02,DEV0083,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,False,True
ALM001159,INC0173,2026-03-01 01:02:43,DEV0084,link_down,major,Link down detected on uplink interface,Huawei,IP_MPLS,True,False
ALM001160,INC0173,2026-03-01 00:59:35,DEV0083,cpu_high,critical,CPU utilization exceeded threshold,Juniper,IP_MPLS,True,True
ALM001161,INC0173,2026-03-01 00:59:19,DEV0083,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,True
ALM001162,INC0173,2026-03-01 01:10:20,DEV0084,device_unreachable,critical,Device is not reachable by network management system,Huawei,IP_MPLS,False,False
ALM001163,INC0174,2026-03-01 14:51:48,DEV0083,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,True,False
ALM001164,INC0174,2026-03-01 14:48:53,DEV0084,memory_high,major,Memory utilization exceeded threshold,Huawei,IP_MPLS,True,True
ALM001165,INC0174,2026-03-01 14:53:45,DEV0084,device_unreachable,major,Device is not reachable by network management system,Huawei,IP_MPLS,False,True
ALM001166,INC0174,2026-03-01 14:53:38,DEV0083,cpu_high,major,CPU utilization exceeded threshold,Juniper,IP_MPLS,False,False
ALM001167,INC0174,2026-03-01 14:48:14,DEV0084,device_unreachable,critical,Device is not reachable by network management system,Huawei,IP_MPLS,False,True
ALM001168,INC0175,2026-03-01 06:11:00,DEV0114,memory_high,major,Memory utilization exceeded threshold,Cisco,IP_MPLS,True,False
ALM001169,INC0175,2026-03-01 06:19:52,DEV0114,cpu_high,minor,CPU utilization exceeded threshold,Cisco,IP_MPLS,False,True
ALM001170,INC0175,2026-03-01 06:09:26,DEV0109,memory_high,minor,Memory utilization exceeded threshold,Nokia,IP_MPLS,False,True
ALM001171,INC0175,2026-03-01 06:11:17,DEV0111,cpu_high,major,CPU utilization exceeded threshold,Nokia,Fiber,True,True
ALM001172,INC0175,2026-03-01 06:09:04,DEV0114,packet_loss,minor,Packet loss threshold exceeded,Cisco,IP_MPLS,False,False
ALM001173,INC0175,2026-03-01 06:08:16,DEV0114,latency_high,minor,Latency threshold exceeded,Cisco,IP_MPLS,True,False
ALM001174,INC0175,2026-03-01 06:21:26,DEV0109,service_degraded,minor,Service quality degradation detected,Nokia,IP_MPLS,True,False
ALM001175,INC0176,2026-03-01 17:10:34,DEV0023,device_unreachable,major,Device is not reachable by network management system,Juniper,IP_MPLS,True,True
ALM001176,INC0176,2026-03-01 17:11:33,DEV0020,power_alarm,critical,Power supply issue detected at site,Nokia,5G,True,False
ALM001177,INC0176,2026-03-01 17:09:33,DEV0019,power_alarm,major,Power supply issue detected at site,Ericsson,5G,True,True
ALM001178,INC0176,2026-03-01 17:01:56,DEV0021,device_unreachable,critical,Device is not reachable by network management system,Huawei,IP_MPLS,True,False
ALM001179,INC0176,2026-03-01 17:09:25,DEV0024,power_alarm,major,Power supply issue detected at site,Huawei,Fiber,True,True
ALM001180,INC0177,2026-03-01 15:51:09,DEV0075,device_unreachable,major,Device is not reachable by network management system,Ericsson,Fiber,True,True
ALM001181,INC0177,2026-03-01 15:46:45,DEV0074,link_down,major,Link down detected on uplink interface,Juniper,IP_MPLS,False,False
ALM001182,INC0177,2026-03-01 15:46:29,DEV0074,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,True,True
ALM001183,INC0177,2026-03-01 15:42:04,DEV0075,link_down,major,Link down detected on uplink interface,Ericsson,Fiber,True,False
ALM001184,INC0178,2026-03-01 23:18:53,DEV0117,memory_high,critical,Memory utilization exceeded threshold,Nokia,Fiber,False,True
ALM001185,INC0178,2026-03-01 23:16:55,DEV0120,memory_high,critical,Memory utilization exceeded threshold,Cisco,5G,True,True
ALM001186,INC0178,2026-03-01 23:20:16,DEV0117,device_unreachable,major,Device is not reachable by network management system,Nokia,Fiber,True,True
ALM001187,INC0178,2026-03-01 23:07:06,DEV0120,memory_high,critical,Memory utilization exceeded threshold,Cisco,5G,True,True
ALM001188,INC0178,2026-03-01 23:14:06,DEV0117,device_unreachable,major,Device is not reachable by network management system,Nokia,Fiber,False,True
ALM001189,INC0179,2026-03-01 10:20:55,DEV0066,packet_loss,minor,Packet loss threshold exceeded,Ericsson,IP_MPLS,False,False
ALM001190,INC0179,2026-03-01 10:22:25,DEV0063,packet_loss,major,Packet loss threshold exceeded,Cisco,Microwave,True,True
ALM001191,INC0179,2026-03-01 10:22:42,DEV0066,cpu_high,major,CPU utilization exceeded threshold,Ericsson,IP_MPLS,False,False
ALM001192,INC0179,2026-03-01 10:21:31,DEV0066,cpu_high,major,CPU utilization exceeded threshold,Ericsson,IP_MPLS,True,True
ALM001193,INC0179,2026-03-01 10:22:33,DEV0066,latency_high,major,Latency threshold exceeded,Ericsson,IP_MPLS,False,True
ALM001194,INC0180,2026-03-01 06:47:54,DEV0021,link_down,major,Link down detected on uplink interface,Huawei,IP_MPLS,True,True
ALM001195,INC0180,2026-03-01 06:55:29,DEV0021,link_down,major,Link down detected on uplink interface,Huawei,IP_MPLS,True,True
ALM001196,INC0180,2026-03-01 06:58:00,DEV0023,device_unreachable,critical,Device is not reachable by network management system,Juniper,IP_MPLS,False,False
